Lineage	Alias	VOCGroup
AA.4	B.1.177.15.4	WT
AA.5	B.1.177.15.5	WT
AA.6	B.1.177.15.6	WT
AA.7	B.1.177.15.7	WT
AA.8	B.1.177.15.8	WT
B.1.177.16	B.1.177.16	WT
B.1.177.17	B.1.177.17	WT
B.1.177.18	B.1.177.18	WT
B.1.177.19	B.1.177.19	WT
B.1.177.2	B.1.177.2	WT
B.1.177.20	B.1.177.20	WT
B.1.177.21	B.1.177.21	WT
B.1.177.23	B.1.177.23	WT
B.1.177.24	B.1.177.24	WT
B.1.177.25	B.1.177.25	WT
B.1.177.26	B.1.177.26	WT
B.1.177.27	B.1.177.27	WT
B.1.177.28	B.1.177.28	WT
B.1.177.29	B.1.177.29	WT
B.1.177.3	B.1.177.3	WT
B.1.177.30	B.1.177.30	WT
B.1.177.31	B.1.177.31	WT
B.1.177.32	B.1.177.32	WT
B.1.177.33	B.1.177.33	WT
B.1.177.34	B.1.177.34	WT
B.1.177.35	B.1.177.35	WT
B.1.177.36	B.1.177.36	WT
B.1.177.37	B.1.177.37	WT
B.1.177.38	B.1.177.38	WT
B.1.177.39	B.1.177.39	WT
B.1.177.4	B.1.177.4	WT
B.1.177.40	B.1.177.40	WT
B.1.177.41	B.1.177.41	WT
B.1.177.42	B.1.177.42	WT
B.1.177.43	B.1.177.43	WT
B.1.177.44	B.1.177.44	WT
B.1.177.45	B.1.177.45	WT
B.1.177.46	B.1.177.46	WT
B.1.177.47	B.1.177.47	WT
B.1.177.48	B.1.177.48	WT
B.1.177.49	B.1.177.49	WT
B.1.177.5	B.1.177.5	WT
B.1.177.50	B.1.177.50	WT
Z.1	B.1.177.50.1	WT
B.1.177.51	B.1.177.51	WT
B.1.177.52	B.1.177.52	WT
Y.1	B.1.177.52.1	WT
B.1.177.53	B.1.177.53	WT
W.1	B.1.177.53.1	WT
W.2	B.1.177.53.2	WT
W.3	B.1.177.53.3	WT
W.4	B.1.177.53.4	WT
B.1.177.54	B.1.177.54	WT
V.1	B.1.177.54.1	WT
V.2	B.1.177.54.2	WT
B.1.177.55	B.1.177.55	WT
B.1.177.56	B.1.177.56	WT
B.1.177.57	B.1.177.57	WT
B.1.177.58	B.1.177.58	WT
B.1.177.59	B.1.177.59	WT
B.1.177.6	B.1.177.6	WT
B.1.177.60	B.1.177.60	WT
U.1	B.1.177.60.1	WT
U.2	B.1.177.60.2	WT
U.3	B.1.177.60.3	WT
B.1.177.61	B.1.177.61	WT
B.1.177.62	B.1.177.62	WT
B.1.177.63	B.1.177.63	WT
B.1.177.64	B.1.177.64	WT
B.1.177.65	B.1.177.65	WT
B.1.177.66	B.1.177.66	WT
B.1.177.67	B.1.177.67	WT
B.1.177.68	B.1.177.68	WT
B.1.177.69	B.1.177.69	WT
B.1.177.7	B.1.177.7	WT
B.1.177.70	B.1.177.70	WT
B.1.177.71	B.1.177.71	WT
B.1.177.72	B.1.177.72	WT
B.1.177.73	B.1.177.73	WT
B.1.177.74	B.1.177.74	WT
B.1.177.75	B.1.177.75	WT
B.1.177.76	B.1.177.76	WT
B.1.177.77	B.1.177.77	WT
B.1.177.78	B.1.177.78	WT
B.1.177.8	B.1.177.8	WT
B.1.177.80	B.1.177.80	WT
B.1.177.81	B.1.177.81	WT
B.1.177.82	B.1.177.82	WT
B.1.177.83	B.1.177.83	WT
B.1.177.84	B.1.177.84	WT
B.1.177.85	B.1.177.85	WT
B.1.177.86	B.1.177.86	WT
B.1.177.87	B.1.177.87	WT
B.1.177.88	B.1.177.88	WT
B.1.177.89	B.1.177.89	WT
B.1.177.9	B.1.177.9	WT
B.1.178	B.1.178	WT
B.1.179	B.1.179	WT
B.1.180	B.1.180	WT
B.1.181	B.1.181	WT
B.1.182	B.1.182	WT
B.1.184	B.1.184	WT
B.1.187	B.1.187	WT
B.1.188	B.1.188	WT
B.1.189	B.1.189	WT
B.1.190	B.1.190	WT
B.1.192	B.1.192	WT
B.1.194	B.1.194	WT
B.1.195	B.1.195	WT
B.1.198	B.1.198	WT
B.1.199	B.1.199	WT
B.1.2	B.1.2	WT
B.1.201	B.1.201	WT
B.1.203	B.1.203	WT
B.1.205	B.1.205	WT
B.1.206	B.1.206	WT
B.1.208	B.1.208	WT
B.1.210	B.1.210	WT
B.1.211	B.1.211	WT
B.1.212	B.1.212	WT
B.1.213	B.1.213	WT
B.1.214	B.1.214	WT
B.1.214.1	B.1.214.1	WT
B.1.214.2	B.1.214.2	WT
B.1.214.3	B.1.214.3	WT
B.1.214.4	B.1.214.4	WT
B.1.215	B.1.215	WT
B.1.218	B.1.218	WT
B.1.219	B.1.219	WT
B.1.22	B.1.22	WT
B.1.22.1	B.1.22.1	WT
B.1.220	B.1.220	WT
B.1.221	B.1.221	WT
B.1.221.1	B.1.221.1	WT
B.1.221.2	B.1.221.2	WT
B.1.221.3	B.1.221.3	WT
B.1.221.4	B.1.221.4	WT
B.1.222	B.1.222	WT
B.1.223	B.1.223	WT
B.1.224	B.1.224	WT
B.1.225	B.1.225	WT
B.1.227	B.1.227	WT
B.1.229	B.1.229	WT
B.1.23	B.1.23	WT
B.1.231	B.1.231	WT
B.1.232	B.1.232	WT
B.1.233	B.1.233	WT
B.1.234	B.1.234	WT
B.1.235	B.1.235	WT
B.1.236	B.1.236	WT
B.1.237	B.1.237	WT
B.1.238	B.1.238	WT
B.1.239	B.1.239	WT
B.1.240	B.1.240	WT
B.1.240.1	B.1.240.1	WT
B.1.240.2	B.1.240.2	WT
B.1.241	B.1.241	WT
B.1.242	B.1.242	WT
B.1.243	B.1.243	WT
B.1.243.1	B.1.243.1	WT
B.1.243.2	B.1.243.2	WT
B.1.245	B.1.245	WT
B.1.247	B.1.247	WT
B.1.248	B.1.248	WT
B.1.249	B.1.249	WT
B.1.250	B.1.250	WT
B.1.251	B.1.251	WT
B.1.252	B.1.252	WT
B.1.254	B.1.254	WT
B.1.256	B.1.256	WT
B.1.258	B.1.258	WT
B.1.258.10	B.1.258.10	WT
B.1.258.11	B.1.258.11	WT
B.1.258.12	B.1.258.12	WT
B.1.258.14	B.1.258.14	WT
B.1.258.15	B.1.258.15	WT
B.1.258.16	B.1.258.16	WT
B.1.258.17	B.1.258.17	WT
B.1.258.18	B.1.258.18	WT
B.1.258.19	B.1.258.19	WT
B.1.258.2	B.1.258.2	WT
G.1	B.1.258.2.1	WT
B.1.258.20	B.1.258.20	WT
B.1.258.21	B.1.258.21	WT
B.1.258.22	B.1.258.22	WT
B.1.258.23	B.1.258.23	WT
B.1.258.24	B.1.258.24	WT
B.1.258.3	B.1.258.3	WT
B.1.258.4	B.1.258.4	WT
B.1.258.5	B.1.258.5	WT
B.1.258.6	B.1.258.6	WT
B.1.258.7	B.1.258.7	WT
B.1.258.9	B.1.258.9	WT
B.1.260	B.1.260	WT
B.1.263	B.1.263	WT
B.1.264	B.1.264	WT
B.1.264.1	B.1.264.1	WT
B.1.265	B.1.265	WT
B.1.267	B.1.267	WT
B.1.268	B.1.268	WT
B.1.270	B.1.270	WT
B.1.273	B.1.273	WT
B.1.274	B.1.274	WT
B.1.276	B.1.276	WT
B.1.277	B.1.277	WT
B.1.279	B.1.279	WT
B.1.280	B.1.280	WT
B.1.281	B.1.281	WT
B.1.282	B.1.282	WT
B.1.284	B.1.284	WT
B.1.285	B.1.285	WT
B.1.287	B.1.287	WT
B.1.289	B.1.289	WT
B.1.291	B.1.291	WT
B.1.292	B.1.292	WT
B.1.293	B.1.293	WT
B.1.294	B.1.294	WT
B.1.298	B.1.298	WT
B.1.3	B.1.3	WT
B.1.301	B.1.301	WT
B.1.302	B.1.302	WT
B.1.304	B.1.304	WT
B.1.305	B.1.305	WT
B.1.306	B.1.306	WT
B.1.308	B.1.308	WT
B.1.309	B.1.309	WT
B.1.310	B.1.310	WT
B.1.311	B.1.311	WT
B.1.313	B.1.313	WT
B.1.314	B.1.314	WT
B.1.315	B.1.315	WT
B.1.316	B.1.316	WT
B.1.318	B.1.318	WT
B.1.319	B.1.319	WT
B.1.320	B.1.320	WT
B.1.321	B.1.321	WT
B.1.323	B.1.323	WT
B.1.324	B.1.324	WT
B.1.325	B.1.325	WT
B.1.326	B.1.326	WT
B.1.328	B.1.328	WT
B.1.329	B.1.329	WT
B.1.330	B.1.330	WT
B.1.332	B.1.332	WT
B.1.333	B.1.333	WT
B.1.334	B.1.334	WT
B.1.335	B.1.335	WT
B.1.336	B.1.336	WT
B.1.337	B.1.337	WT
B.1.338	B.1.338	WT
B.1.340	B.1.340	WT
B.1.341	B.1.341	WT
B.1.342	B.1.342	WT
B.1.343	B.1.343	WT
B.1.344	B.1.344	WT
B.1.346	B.1.346	WT
B.1.348	B.1.348	WT
B.1.349	B.1.349	WT
B.1.35	B.1.35	WT
B.1.350	B.1.350	WT
B.1.350.1	B.1.350.1	WT
B.1.351	B.1.351	WT
B.1.351.1	B.1.351.1	WT
B.1.351.2	B.1.351.2	WT
B.1.351.3	B.1.351.3	WT
B.1.351.5	B.1.351.5	WT
B.1.354	B.1.354	WT
B.1.355	B.1.355	WT
B.1.356	B.1.356	WT
B.1.357	B.1.357	WT
B.1.358	B.1.358	WT
B.1.359	B.1.359	WT
B.1.36	B.1.36	WT
B.1.36.1	B.1.36.1	WT
B.1.36.10	B.1.36.10	WT
B.1.36.12	B.1.36.12	WT
B.1.36.16	B.1.36.16	WT
B.1.36.17	B.1.36.17	WT
B.1.36.18	B.1.36.18	WT
B.1.36.19	B.1.36.19	WT
B.1.36.2	B.1.36.2	WT
B.1.36.20	B.1.36.20	WT
B.1.36.21	B.1.36.21	WT
B.1.36.22	B.1.36.22	WT
B.1.36.23	B.1.36.23	WT
B.1.36.24	B.1.36.24	WT
B.1.36.25	B.1.36.25	WT
B.1.36.26	B.1.36.26	WT
B.1.36.27	B.1.36.27	WT
B.1.36.28	B.1.36.28	WT
B.1.36.29	B.1.36.29	WT
B.1.36.31	B.1.36.31	WT
B.1.36.33	B.1.36.33	WT
B.1.36.34	B.1.36.34	WT
B.1.36.35	B.1.36.35	WT
B.1.36.36	B.1.36.36	WT
B.1.36.37	B.1.36.37	WT
B.1.36.38	B.1.36.38	WT
B.1.36.39	B.1.36.39	WT
B.1.36.7	B.1.36.7	WT
B.1.36.8	B.1.36.8	WT
B.1.36.9	B.1.36.9	WT
B.1.360	B.1.360	WT
B.1.361	B.1.361	WT
B.1.362	B.1.362	WT
B.1.362.1	B.1.362.1	WT
B.1.362.2	B.1.362.2	WT
B.1.363	B.1.363	WT
B.1.366	B.1.366	WT
B.1.367	B.1.367	WT
B.1.369	B.1.369	WT
B.1.369.1	B.1.369.1	WT
B.1.37	B.1.37	WT
B.1.370	B.1.370	WT
B.1.371	B.1.371	WT
B.1.372	B.1.372	WT
B.1.375	B.1.375	WT
B.1.377	B.1.377	WT
B.1.378	B.1.378	WT
B.1.379	B.1.379	WT
B.1.38	B.1.38	WT
B.1.380	B.1.380	WT
B.1.381	B.1.381	WT
B.1.382	B.1.382	WT
B.1.383	B.1.383	WT
B.1.384	B.1.384	WT
B.1.385	B.1.385	WT
B.1.387	B.1.387	WT
B.1.388	B.1.388	WT
B.1.389	B.1.389	WT
B.1.39	B.1.39	WT
B.1.390	B.1.390	WT
B.1.391	B.1.391	WT
B.1.393	B.1.393	WT
B.1.395	B.1.395	WT
B.1.396	B.1.396	WT
B.1.397	B.1.397	WT
B.1.398	B.1.398	WT
B.1.399	B.1.399	WT
B.1.40	B.1.40	WT
B.1.400	B.1.400	WT
B.1.400.1	B.1.400.1	WT
B.1.401	B.1.401	WT
B.1.402	B.1.402	WT
B.1.403	B.1.403	WT
B.1.404	B.1.404	WT
B.1.405	B.1.405	WT
B.1.406	B.1.406	WT
B.1.407	B.1.407	WT
B.1.408	B.1.408	WT
B.1.409	B.1.409	WT
B.1.411	B.1.411	WT
B.1.413	B.1.413	WT
B.1.415	B.1.415	WT
B.1.415.1	B.1.415.1	WT
B.1.416	B.1.416	WT
B.1.416.1	B.1.416.1	WT
B.1.417	B.1.417	WT
B.1.418	B.1.418	WT
B.1.420	B.1.420	WT
B.1.421	B.1.421	WT
B.1.422	B.1.422	WT
B.1.423	B.1.423	WT
B.1.424	B.1.424	WT
B.1.425	B.1.425	WT
B.1.426	B.1.426	WT
B.1.427	B.1.427	WT
B.1.428	B.1.428	WT
B.1.428.1	B.1.428.1	WT
B.1.428.2	B.1.428.2	WT
B.1.428.3	B.1.428.3	WT
B.1.429	B.1.429	WT
B.1.429.1	B.1.429.1	WT
B.1.431	B.1.431	WT
B.1.432	B.1.432	WT
B.1.433	B.1.433	WT
B.1.434	B.1.434	WT
B.1.435	B.1.435	WT
B.1.436	B.1.436	WT
B.1.437	B.1.437	WT
B.1.438	B.1.438	WT
B.1.438.1	B.1.438.1	WT
B.1.438.2	B.1.438.2	WT
B.1.438.3	B.1.438.3	WT
B.1.438.4	B.1.438.4	WT
B.1.439	B.1.439	WT
B.1.44	B.1.44	WT
B.1.441	B.1.441	WT
B.1.442	B.1.442	WT
B.1.443	B.1.443	WT
B.1.444	B.1.444	WT
B.1.445	B.1.445	WT
B.1.446	B.1.446	WT
B.1.448	B.1.448	WT
B.1.450	B.1.450	WT
B.1.451	B.1.451	WT
B.1.452	B.1.452	WT
B.1.453	B.1.453	WT
B.1.456	B.1.456	WT
B.1.458	B.1.458	WT
B.1.459	B.1.459	WT
B.1.460	B.1.460	WT
B.1.462	B.1.462	WT
B.1.463	B.1.463	WT
B.1.465	B.1.465	WT
B.1.466	B.1.466	WT
B.1.466.1	B.1.466.1	WT
B.1.466.2	B.1.466.2	WT
AU.1	B.1.466.2.1	WT
AU.2	B.1.466.2.2	WT
AU.3	B.1.466.2.3	WT
B.1.467	B.1.467	WT
B.1.468	B.1.468	WT
B.1.469	B.1.469	WT
B.1.470	B.1.470	WT
B.1.471	B.1.471	WT
B.1.473	B.1.473	WT
B.1.474	B.1.474	WT
B.1.475	B.1.475	WT
B.1.476	B.1.476	WT
B.1.478	B.1.478	WT
B.1.479	B.1.479	WT
B.1.480	B.1.480	WT
B.1.482	B.1.482	WT
B.1.483	B.1.483	WT
B.1.485	B.1.485	WT
B.1.486	B.1.486	WT
B.1.487	B.1.487	WT
B.1.488	B.1.488	WT
B.1.489	B.1.489	WT
B.1.490	B.1.490	WT
B.1.491	B.1.491	WT
B.1.492	B.1.492	WT
B.1.493	B.1.493	WT
B.1.494	B.1.494	WT
B.1.495	B.1.495	WT
B.1.496	B.1.496	WT
B.1.497	B.1.497	WT
B.1.498	B.1.498	WT
B.1.499	B.1.499	WT
B.1.499.1	B.1.499.1	WT
B.1.500	B.1.500	WT
B.1.501	B.1.501	WT
B.1.502	B.1.502	WT
B.1.503	B.1.503	WT
B.1.504	B.1.504	WT
B.1.505	B.1.505	WT
B.1.506	B.1.506	WT
B.1.507	B.1.507	WT
B.1.508	B.1.508	WT
B.1.509	B.1.509	WT
B.1.510	B.1.510	WT
B.1.511	B.1.511	WT
B.1.513	B.1.513	WT
B.1.515	B.1.515	WT
B.1.516	B.1.516	WT
B.1.517	B.1.517	WT
B.1.517.1	B.1.517.1	WT
B.1.518	B.1.518	WT
B.1.520	B.1.520	WT
B.1.521	B.1.521	WT
B.1.523	B.1.523	WT
B.1.524	B.1.524	WT
B.1.525	B.1.525	WT
B.1.526	B.1.526	WT
B.1.527	B.1.527	WT
B.1.528	B.1.528	WT
B.1.529	B.1.529	WT
B.1.530	B.1.530	WT
B.1.531	B.1.531	WT
B.1.532	B.1.532	WT
B.1.533	B.1.533	WT
B.1.534	B.1.534	WT
B.1.535	B.1.535	WT
B.1.536	B.1.536	WT
B.1.537	B.1.537	WT
B.1.538	B.1.538	WT
B.1.539	B.1.539	WT
B.1.540	B.1.540	WT
B.1.541	B.1.541	WT
B.1.542	B.1.542	WT
B.1.543	B.1.543	WT
B.1.544	B.1.544	WT
B.1.545	B.1.545	WT
B.1.546	B.1.546	WT
B.1.547	B.1.547	WT
B.1.548	B.1.548	WT
B.1.549	B.1.549	WT
B.1.550	B.1.550	WT
B.1.551	B.1.551	WT
B.1.552	B.1.552	WT
B.1.554	B.1.554	WT
B.1.555	B.1.555	WT
B.1.556	B.1.556	WT
B.1.557	B.1.557	WT
B.1.558	B.1.558	WT
B.1.559	B.1.559	WT
B.1.560	B.1.560	WT
B.1.561	B.1.561	WT
B.1.562	B.1.562	WT
B.1.563	B.1.563	WT
B.1.564	B.1.564	WT
B.1.564.1	B.1.564.1	WT
B.1.565	B.1.565	WT
B.1.566	B.1.566	WT
B.1.567	B.1.567	WT
B.1.568	B.1.568	WT
B.1.569	B.1.569	WT
B.1.570	B.1.570	WT
B.1.571	B.1.571	WT
B.1.572	B.1.572	WT
B.1.573	B.1.573	WT
B.1.574	B.1.574	WT
B.1.575	B.1.575	WT
B.1.575.1	B.1.575.1	WT
B.1.575.2	B.1.575.2	WT
B.1.576	B.1.576	WT
B.1.577	B.1.577	WT
B.1.578	B.1.578	WT
B.1.579	B.1.579	WT
B.1.580	B.1.580	WT
B.1.581	B.1.581	WT
B.1.582	B.1.582	WT
B.1.585	B.1.585	WT
B.1.586	B.1.586	WT
B.1.587	B.1.587	WT
B.1.588	B.1.588	WT
B.1.588.1	B.1.588.1	WT
B.1.589	B.1.589	WT
B.1.590	B.1.590	WT
B.1.591	B.1.591	WT
B.1.592	B.1.592	WT
B.1.593	B.1.593	WT
B.1.594	B.1.594	WT
B.1.595	B.1.595	WT
B.1.595.1	B.1.595.1	WT
B.1.595.2	B.1.595.2	WT
B.1.595.3	B.1.595.3	WT
B.1.595.4	B.1.595.4	WT
B.1.596	B.1.596	WT
B.1.596.1	B.1.596.1	WT
B.1.597	B.1.597	WT
B.1.598	B.1.598	WT
B.1.599	B.1.599	WT
B.1.6	B.1.6	WT
B.1.600	B.1.600	WT
B.1.601	B.1.601	WT
B.1.602	B.1.602	WT
B.1.603	B.1.603	WT
B.1.604	B.1.604	WT
B.1.605	B.1.605	WT
B.1.606	B.1.606	WT
B.1.607	B.1.607	WT
B.1.609	B.1.609	WT
B.1.610	B.1.610	WT
B.1.611	B.1.611	WT
B.1.612	B.1.612	WT
B.1.613	B.1.613	WT
B.1.614	B.1.614	WT
B.1.615	B.1.615	WT
B.1.616	B.1.616	WT
B.1.617	B.1.617	WT
B.1.617.1	B.1.617.1	WT
B.1.617.2	B.1.617.2	Delta
AY.1	B.1.617.2.1	Delta
AY.10	B.1.617.2.10	Delta
AY.100	B.1.617.2.100	Delta
AY.101	B.1.617.2.101	Delta
AY.102	B.1.617.2.102	Delta
AY.102.1	B.1.617.2.102.1	Delta
AY.102.2	B.1.617.2.102.2	Delta
AY.103	B.1.617.2.103	Delta
AY.103.1	B.1.617.2.103.1	Delta
AY.103.2	B.1.617.2.103.2	Delta
AY.104	B.1.617.2.104	Delta
AY.105	B.1.617.2.105	Delta
AY.106	B.1.617.2.106	Delta
AY.107	B.1.617.2.107	Delta
AY.108	B.1.617.2.108	Delta
AY.109	B.1.617.2.109	Delta
AY.11	B.1.617.2.11	Delta
AY.110	B.1.617.2.110	Delta
AY.111	B.1.617.2.111	Delta
AY.112	B.1.617.2.112	Delta
AY.112.1	B.1.617.2.112.1	Delta
AY.112.2	B.1.617.2.112.2	Delta
AY.112.3	B.1.617.2.112.3	Delta
AY.113	B.1.617.2.113	Delta
AY.114	B.1.617.2.114	Delta
AY.116	B.1.617.2.116	Delta
AY.116.1	B.1.617.2.116.1	Delta
AY.117	B.1.617.2.117	Delta
AY.118	B.1.617.2.118	Delta
AY.119	B.1.617.2.119	Delta
AY.119.1	B.1.617.2.119.1	Delta
AY.119.2	B.1.617.2.119.2	Delta
AY.120	B.1.617.2.120	Delta
AY.120.1	B.1.617.2.120.1	Delta
AY.120.2	B.1.617.2.120.2	Delta
AY.120.2.1	B.1.617.2.120.2.1	Delta
AY.121	B.1.617.2.121	Delta
AY.121.1	B.1.617.2.121.1	Delta
AY.122	B.1.617.2.122	Delta
AY.122.1	B.1.617.2.122.1	Delta
AY.122.2	B.1.617.2.122.2	Delta
AY.122.3	B.1.617.2.122.3	Delta
AY.122.4	B.1.617.2.122.4	Delta
AY.122.5	B.1.617.2.122.5	Delta
AY.122.6	B.1.617.2.122.6	Delta
AY.123	B.1.617.2.123	Delta
AY.123.1	B.1.617.2.123.1	Delta
AY.124	B.1.617.2.124	Delta
AY.124.1	B.1.617.2.124.1	Delta
AY.124.1.1	B.1.617.2.124.1.1	Delta
AY.125	B.1.617.2.125	Delta
AY.125.1	B.1.617.2.125.1	Delta
AY.126	B.1.617.2.126	Delta
AY.127	B.1.617.2.127	Delta
AY.127.1	B.1.617.2.127.1	Delta
AY.127.2	B.1.617.2.127.2	Delta
AY.127.3	B.1.617.2.127.3	Delta
AY.128	B.1.617.2.128	Delta
AY.129	B.1.617.2.129	Delta
AY.13	B.1.617.2.13	Delta
AY.130	B.1.617.2.130	Delta
AY.131	B.1.617.2.131	Delta
AY.132	B.1.617.2.132	Delta
AY.133	B.1.617.2.133	Delta
AY.134	B.1.617.2.134	Delta
AY.14	B.1.617.2.14	Delta
AY.15	B.1.617.2.15	Delta
AY.16	B.1.617.2.16	Delta
AY.16.1	B.1.617.2.16.1	Delta
AY.17	B.1.617.2.17	Delta
AY.18	B.1.617.2.18	Delta
AY.19	B.1.617.2.19	Delta
AY.2	B.1.617.2.2	Delta
AY.20	B.1.617.2.20	Delta
AY.20.1	B.1.617.2.20.1	Delta
AY.21	B.1.617.2.21	Delta
AY.22	B.1.617.2.22	Delta
AY.23	B.1.617.2.23	Delta
AY.23.1	B.1.617.2.23.1	Delta
AY.23.2	B.1.617.2.23.2	Delta
AY.24	B.1.617.2.24	Delta
AY.24.1	B.1.617.2.24.1	Delta
AY.25	B.1.617.2.25	Delta
AY.25.1	B.1.617.2.25.1	Delta
AY.25.1.1	B.1.617.2.25.1.1	Delta
AY.25.1.2	B.1.617.2.25.1.2	Delta
AY.25.2	B.1.617.2.25.2	Delta
AY.25.3	B.1.617.2.25.3	Delta
AY.26	B.1.617.2.26	Delta
AY.26.1	B.1.617.2.26.1	Delta
AY.27	B.1.617.2.27	Delta
AY.28	B.1.617.2.28	Delta
AY.29	B.1.617.2.29	Delta
AY.29.1	B.1.617.2.29.1	Delta
AY.29.2	B.1.617.2.29.2	Delta
AY.3	B.1.617.2.3	Delta
AY.3.1	B.1.617.2.3.1	Delta
AY.3.2	B.1.617.2.3.2	Delta
AY.3.3	B.1.617.2.3.3	Delta
AY.3.4	B.1.617.2.3.4	Delta
AY.30	B.1.617.2.30	Delta
AY.31	B.1.617.2.31	Delta
AY.32	B.1.617.2.32	Delta
AY.33	B.1.617.2.33	Delta
AY.33.1	B.1.617.2.33.1	Delta
AY.33.2	B.1.617.2.33.2	Delta
AY.34	B.1.617.2.34	Delta
AY.34.1	B.1.617.2.34.1	Delta
AY.34.1.1	B.1.617.2.34.1.1	Delta
AY.34.2	B.1.617.2.34.2	Delta
AY.35	B.1.617.2.35	Delta
AY.36	B.1.617.2.36	Delta
AY.36.1	B.1.617.2.36.1	Delta
AY.37	B.1.617.2.37	Delta
AY.38	B.1.617.2.38	Delta
AY.39	B.1.617.2.39	Delta
AY.39.1	B.1.617.2.39.1	Delta
AY.39.1.1	B.1.617.2.39.1.1	Delta
AY.39.1.2	B.1.617.2.39.1.2	Delta
AY.39.1.3	B.1.617.2.39.1.3	Delta
AY.39.1.4	B.1.617.2.39.1.4	Delta
AY.39.2	B.1.617.2.39.2	Delta
AY.39.3	B.1.617.2.39.3	Delta
AY.4	B.1.617.2.4	Delta
AY.4.1	B.1.617.2.4.1	Delta
AY.4.10	B.1.617.2.4.10	Delta
AY.4.11	B.1.617.2.4.11	Delta
AY.4.12	B.1.617.2.4.12	Delta
AY.4.13	B.1.617.2.4.13	Delta
AY.4.14	B.1.617.2.4.14	Delta
AY.4.15	B.1.617.2.4.15	Delta
AY.4.16	B.1.617.2.4.16	Delta
AY.4.17	B.1.617.2.4.17	Delta
AY.4.2	B.1.617.2.4.2	Delta
AY.4.2.1	B.1.617.2.4.2.1	Delta
AY.4.2.2	B.1.617.2.4.2.2	Delta
AY.4.2.3	B.1.617.2.4.2.3	Delta
AY.4.2.4	B.1.617.2.4.2.4	Delta
AY.4.2.5	B.1.617.2.4.2.5	Delta
AY.4.3	B.1.617.2.4.3	Delta
AY.4.4	B.1.617.2.4.4	Delta
AY.4.5	B.1.617.2.4.5	Delta
AY.4.6	B.1.617.2.4.6	Delta
AY.4.7	B.1.617.2.4.7	Delta
AY.4.8	B.1.617.2.4.8	Delta
AY.4.9	B.1.617.2.4.9	Delta
AY.40	B.1.617.2.40	Delta
AY.41	B.1.617.2.41	Delta
AY.42	B.1.617.2.42	Delta
AY.42.1	B.1.617.2.42.1	Delta
AY.43	B.1.617.2.43	Delta
AY.43.1	B.1.617.2.43.1	Delta
AY.43.2	B.1.617.2.43.2	Delta
AY.43.3	B.1.617.2.43.3	Delta
AY.43.4	B.1.617.2.43.4	Delta
AY.43.5	B.1.617.2.43.5	Delta
AY.43.6	B.1.617.2.43.6	Delta
AY.43.7	B.1.617.2.43.7	Delta
AY.43.8	B.1.617.2.43.8	Delta
AY.43.9	B.1.617.2.43.9	Delta
AY.44	B.1.617.2.44	Delta
AY.45	B.1.617.2.45	Delta
AY.46	B.1.617.2.46	Delta
AY.46.1	B.1.617.2.46.1	Delta
AY.46.2	B.1.617.2.46.2	Delta
AY.46.3	B.1.617.2.46.3	Delta
AY.46.4	B.1.617.2.46.4	Delta
AY.46.5	B.1.617.2.46.5	Delta
AY.46.6	B.1.617.2.46.6	Delta
AY.46.6.1	B.1.617.2.46.6.1	Delta
AY.47	B.1.617.2.47	Delta
AY.48	B.1.617.2.48	Delta
AY.49	B.1.617.2.49	Delta
AY.5	B.1.617.2.5	Delta
AY.5.1	B.1.617.2.5.1	Delta
AY.5.2	B.1.617.2.5.2	Delta
AY.5.3	B.1.617.2.5.3	Delta
AY.5.4	B.1.617.2.5.4	Delta
AY.5.5	B.1.617.2.5.5	Delta
AY.5.6	B.1.617.2.5.6	Delta
AY.5.7	B.1.617.2.5.7	Delta
AY.50	B.1.617.2.50	Delta
AY.51	B.1.617.2.51	Delta
AY.52	B.1.617.2.52	Delta
AY.53	B.1.617.2.53	Delta
AY.54	B.1.617.2.54	Delta
AY.55	B.1.617.2.55	Delta
AY.56	B.1.617.2.56	Delta
AY.57	B.1.617.2.57	Delta
AY.58	B.1.617.2.58	Delta
AY.59	B.1.617.2.59	Delta
AY.6	B.1.617.2.6	Delta
AY.60	B.1.617.2.60	Delta
AY.61	B.1.617.2.61	Delta
AY.62	B.1.617.2.62	Delta
AY.63	B.1.617.2.63	Delta
AY.64	B.1.617.2.64	Delta
AY.65	B.1.617.2.65	Delta
AY.66	B.1.617.2.66	Delta
AY.67	B.1.617.2.67	Delta
AY.68	B.1.617.2.68	Delta
AY.69	B.1.617.2.69	Delta
AY.7	B.1.617.2.7	Delta
AY.7.1	B.1.617.2.7.1	Delta
AY.7.2	B.1.617.2.7.2	Delta
AY.70	B.1.617.2.70	Delta
AY.71	B.1.617.2.71	Delta
AY.72	B.1.617.2.72	Delta
AY.73	B.1.617.2.73	Delta
AY.74	B.1.617.2.74	Delta
AY.75	B.1.617.2.75	Delta
AY.75.2	B.1.617.2.75.2	Delta
AY.75.3	B.1.617.2.75.3	Delta
AY.76	B.1.617.2.76	Delta
AY.77	B.1.617.2.77	Delta
AY.78	B.1.617.2.78	Delta
AY.79	B.1.617.2.79	Delta
AY.8	B.1.617.2.8	Delta
AY.80	B.1.617.2.80	Delta
AY.81	B.1.617.2.81	Delta
AY.82	B.1.617.2.82	Delta
AY.83	B.1.617.2.83	Delta
AY.84	B.1.617.2.84	Delta
AY.85	B.1.617.2.85	Delta
